"To","From","Average","Sim.Threshold","2000","2001","2002","2003","2004"
"Romania","Poland",2,7,NA,NA,NA,4,0
"Romania","Portugal",0,10,NA,NA,NA,0,NA
"Romania","Ukraine",3,7,NA,NA,NA,0,6
"Russia","Ukraine",10,7,NA,NA,NA,8,12
"Slovenia","Ukraine",4,6.52500000000003,NA,NA,NA,0,8
"Spain","Ukraine",4,7.5,NA,NA,NA,0,8
"Sweden","Ukraine",5,7.5,NA,NA,NA,0,10
"The Netherlands","Ukraine",3.5,7.5,NA,NA,NA,0,7
"Turkey","Ukraine",6,7,NA,NA,NA,0,12
"Ukraine","Austria",0,7.5,NA,NA,NA,0,0
"Ukraine","Belgium",5,6.52500000000003,NA,NA,NA,10,0
"Ukraine","Bosnia & Herzegovina",0,7.5,NA,NA,NA,0,0
"Ukraine","Croatia",3.5,7,NA,NA,NA,0,7
"Ukraine","Cyprus",2,7.5,NA,NA,NA,0,4
"Ukraine","Estonia",0,10,NA,NA,NA,0,NA
"Ukraine","France",0,7.5,NA,NA,NA,0,0
"Ukraine","Germany",0,7,NA,NA,NA,0,0
"Ukraine","Greece",4,7.5,NA,NA,NA,0,8
"Ukraine","Iceland",2,6.5,NA,NA,NA,4,0
"Ukraine","Ireland",0.5,7.02500000000003,NA,NA,NA,1,0
"Ukraine","Israel",0,10,NA,NA,NA,0,NA
"Ukraine","Lithuania",0,10,NA,NA,NA,0,NA
"Ukraine","Malta",0.5,7,NA,NA,NA,0,1
"Ukraine","Norway",3.5,7.5,NA,NA,NA,7,0
"Ukraine","Poland",6.5,7,NA,NA,NA,8,5
"Ukraine","Portugal",3,10,NA,NA,NA,3,NA
"Ukraine","Romania",3,7.5,NA,NA,NA,6,0
"Ukraine","Russia",11,7,NA,NA,NA,12,10
"Ukraine","Slovenia",0,10,NA,NA,NA,0,NA
"Ukraine","Spain",0,7,NA,NA,NA,0,0
"Ukraine","Sweden",3.5,7,NA,NA,NA,5,2
"Ukraine","The Netherlands",0,7,NA,NA,NA,0,0
"Ukraine","Turkey",4,7,NA,NA,NA,2,6
"Ukraine","United Kingdom",0,7,NA,NA,NA,0,0
"United Kingdom","Ukraine",2.5,7.5,NA,NA,NA,0,5
"Albania","Austria",0,10,NA,NA,NA,NA,0
"Albania","Belgium",0,12,NA,NA,NA,NA,0
"Albania","Bosnia & Herzegovina",10,10,NA,NA,NA,NA,10
"Albania","Croatia",0,12,NA,NA,NA,NA,0
"Albania","Cyprus",0,10.1000000000001,NA,NA,NA,NA,0
"Albania","F.Y.R. Macedonia",6,10,NA,NA,NA,NA,6
"Albania","France",1,12,NA,NA,NA,NA,1
"Albania","Germany",2,10,NA,NA,NA,NA,2
"Albania","Greece",12,10,NA,NA,NA,NA,12
"Albania","Iceland",0,10,NA,NA,NA,NA,0
"Albania","Ireland",0,12,NA,NA,NA,NA,0
"Albania","Malta",3,12,NA,NA,NA,NA,3
"Albania","Norway",0,10,NA,NA,NA,NA,0
"Albania","Poland",0,10,NA,NA,NA,NA,0
"Albania","Romania",0,12,NA,NA,NA,NA,0
"Albania","Russia",0,10,NA,NA,NA,NA,0
"Albania","Serbia & Montenegro",7,10,NA,NA,NA,NA,7
"Albania","Spain",0,10,NA,NA,NA,NA,0
"Albania","Sweden",4,12,NA,NA,NA,NA,4
"Albania","The Netherlands",0,10,NA,NA,NA,NA,0
"Albania","Turkey",8,10,NA,NA,NA,NA,8
"Albania","Ukraine",5,10,NA,NA,NA,NA,5
"Albania","United Kingdom",0,10,NA,NA,NA,NA,0
"Austria","Albania",5,10,NA,NA,NA,NA,5
"Austria","Serbia & Montenegro",12,10,NA,NA,NA,NA,12
"Belgium","Albania",1,10,NA,NA,NA,NA,1
"Belgium","Serbia & Montenegro",3,10.1000000000001,NA,NA,NA,NA,3
"Bosnia & Herzegovina","Albania",4,12,NA,NA,NA,NA,4
"Bosnia & Herzegovina","Serbia & Montenegro",12,10,NA,NA,NA,NA,12
"Croatia","Albania",6,10,NA,NA,NA,NA,6
"Croatia","Serbia & Montenegro",12,10,NA,NA,NA,NA,12
"Cyprus","Albania",0,10,NA,NA,NA,NA,0
"Cyprus","Serbia & Montenegro",10,10,NA,NA,NA,NA,10
"Denmark","Albania",4,10,NA,NA,NA,NA,4
"Denmark","Serbia & Montenegro",7,10,NA,NA,NA,NA,7
"Denmark","Ukraine",5,10,NA,NA,NA,NA,5
"Estonia","Albania",0,10,NA,NA,NA,NA,0
"Estonia","Serbia & Montenegro",1,10.1000000000001,NA,NA,NA,NA,1
"F.Y.R. Macedonia","Albania",12,10,NA,NA,NA,NA,12
"F.Y.R. Macedonia","Poland",0,12,NA,NA,NA,NA,0
"F.Y.R. Macedonia","Serbia & Montenegro",10,10,NA,NA,NA,NA,10
"F.Y.R. Macedonia","Ukraine",8,10,NA,NA,NA,NA,8
"Finland","Albania",3,12,NA,NA,NA,NA,3
"Finland","Poland",0,10.1000000000001,NA,NA,NA,NA,0
"Finland","Serbia & Montenegro",10,10,NA,NA,NA,NA,10
"Finland","Ukraine",8,10.1000000000001,NA,NA,NA,NA,8
"France","Albania",1,10,NA,NA,NA,NA,1
"France","Serbia & Montenegro",10,10,NA,NA,NA,NA,10
"Germany","Albania",5,10,NA,NA,NA,NA,5
"Germany","Serbia & Montenegro",10,10,NA,NA,NA,NA,10
"Greece","Albania",10,10,NA,NA,NA,NA,10
"Greece","Serbia & Montenegro",8,10,NA,NA,NA,NA,8
"Iceland","Albania",4,10,NA,NA,NA,NA,4
"Iceland","Serbia & Montenegro",7,10,NA,NA,NA,NA,7
"Ireland","Albania",2,10,NA,NA,NA,NA,2
"Ireland","Serbia & Montenegro",3,10,NA,NA,NA,NA,3
"Israel","Albania",0,10,NA,NA,NA,NA,0
"Israel","Serbia & Montenegro",7,10,NA,NA,NA,NA,7
"Latvia","Albania",1,10.1000000000001,NA,NA,NA,NA,1
"Latvia","Serbia & Montenegro",5,10,NA,NA,NA,NA,5
"Lithuania","Albania",0,10.1000000000001,NA,NA,NA,NA,0
"Lithuania","Serbia & Montenegro",2,10,NA,NA,NA,NA,2
"Lithuania","Ukraine",12,10,NA,NA,NA,NA,12
"Malta","Albania",10,10,NA,NA,NA,NA,10
"Malta","Serbia & Montenegro",6,10,NA,NA,NA,NA,6
"Norway","Albania",3,12,NA,NA,NA,NA,3
"Norway","Serbia & Montenegro",6,10,NA,NA,NA,NA,6
"Poland","Albania",0,10,NA,NA,NA,NA,0
"Poland","F.Y.R. Macedonia",0,10,NA,NA,NA,NA,0
"Poland","Serbia & Montenegro",5,10.1000000000001,NA,NA,NA,NA,5
"Portugal","Albania",0,10,NA,NA,NA,NA,0
"Portugal","F.Y.R. Macedonia",0,10,NA,NA,NA,NA,0
"Portugal","Serbia & Montenegro",7,10,NA,NA,NA,NA,7
"Romania","Albania",1,10,NA,NA,NA,NA,1
"Romania","Serbia & Montenegro",8,10,NA,NA,NA,NA,8
"Russia","Albania",0,10,NA,NA,NA,NA,0
"Russia","Serbia & Montenegro",10,10,NA,NA,NA,NA,10
"Serbia & Montenegro","Albania",8,12,NA,NA,NA,NA,8
"Serbia & Montenegro","Austria",0,12,NA,NA,NA,NA,0
"Serbia & Montenegro","Belgium",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Bosnia & Herzegovina",6,10.1000000000001,NA,NA,NA,NA,6
"Serbia & Montenegro","Croatia",5,10,NA,NA,NA,NA,5
"Serbia & Montenegro","Cyprus",3,10,NA,NA,NA,NA,3
"Serbia & Montenegro","F.Y.R. Macedonia",12,10,NA,NA,NA,NA,12
"Serbia & Montenegro","France",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Germany",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Greece",7,10,NA,NA,NA,NA,7
"Serbia & Montenegro","Iceland",0,12,NA,NA,NA,NA,0
"Serbia & Montenegro","Ireland",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Malta",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Norway",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Poland",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Romania",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Russia",1,12,NA,NA,NA,NA,1
"Serbia & Montenegro","Spain",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Sweden",4,10,NA,NA,NA,NA,4
"Serbia & Montenegro","The Netherlands",0,10,NA,NA,NA,NA,0
"Serbia & Montenegro","Turkey",2,10,NA,NA,NA,NA,2
"Serbia & Montenegro","Ukraine",10,10,NA,NA,NA,NA,10
"Serbia & Montenegro","United Kingdom",0,10,NA,NA,NA,NA,0
"Slovenia","Albania",4,10,NA,NA,NA,NA,4
"Slovenia","Serbia & Montenegro",12,10,NA,NA,NA,NA,12
"Spain","Albania",0,10,NA,NA,NA,NA,0
"Spain","Serbia & Montenegro",6,10,NA,NA,NA,NA,6
"Sweden","Albania",7,10,NA,NA,NA,NA,7
"Sweden","Serbia & Montenegro",12,10,NA,NA,NA,NA,12
"Switzerland","Albania",7,10,NA,NA,NA,NA,7
"Switzerland","Poland",0,10,NA,NA,NA,NA,0
"Switzerland","Serbia & Montenegro",12,10,NA,NA,NA,NA,12
"Switzerland","Ukraine",0,10,NA,NA,NA,NA,0
"The Netherlands","Albania",1,10,NA,NA,NA,NA,1
"The Netherlands","Serbia & Montenegro",10,10,NA,NA,NA,NA,10
"Turkey","Albania",6,10,NA,NA,NA,NA,6
"Turkey","Serbia & Montenegro",8,10,NA,NA,NA,NA,8
"Ukraine","Albania",0,10,NA,NA,NA,NA,0
"Ukraine","F.Y.R. Macedonia",3,10,NA,NA,NA,NA,3
"Ukraine","Serbia & Montenegro",12,10,NA,NA,NA,NA,12
"United Kingdom","Albania",1,10,NA,NA,NA,NA,1
"United Kingdom","Serbia & Montenegro",3,10,NA,NA,NA,NA,3
